;RunId;iteration;Step;largura;altura;density;rule;alive_cells;dead_cells;average_rule;likeness;len_rule;len_born;len_survive
0;0;0;500;50;50;0.5;B2/S34;0.3052;0.6948;1.75;0.636;-1;1;2
1;1;0;500;50;50;0.5;B3/S23;0.0264;0.96;0.8333333333333334;0.992;-1;1;2
2;2;0;500;50;50;0.5;B6/S16;0.0192;0.5424;0.5833333333333334;1.0;-1;1;2
3;3;0;500;50;50;0.5;B36/S23;0.0256;0.966;0.5555555555555556;0.992;0;2;2
4;4;0;500;50;50;0.5;B1357/S1357;0.5084;0.4916;1.0;0.4812;0;4;4
5;5;0;500;50;50;0.5;B34/S34;0.39;0.6096;1.0;0.5444;0;2;2
6;6;0;500;50;50;0.5;B15/S28;0.2828;0.7172;1.6666666666666667;0.6004;0;2;2
7;7;0;500;50;50;0.5;B1/S1;0.242;0.758;1.0;0.618;0;1;1
8;8;0;500;50;50;0.5;B12/S12;0.3284;0.6716;1.0;0.5324;0;2;2
9;9;0;500;50;50;0.5;B45/S12;0.0992;0.6788;0.3333333333333333;0.9944;0;2;2
10;10;0;500;50;50;0.5;B872/S356;0.2816;0.7184;0.8235294117647058;0.5952;0;3;3
11;11;0;500;50;50;0.5;B6731/S1234;0.5376;0.4624;0.5882352941176471;0.5992;0;4;4
12;12;0;500;50;50;0.5;B58912/S34;0.4368;0.5632;0.7;0.5328;3;5;2
13;13;0;500;50;50;0.5;B6213/S912;0.4384;0.5616;1.3333333333333333;0.302;1;4;3
14;14;0;500;50;50;0.5;B91/S82;0.2876;0.7124;1.0;0.608;0;2;2
15;15;0;500;50;50;0.5;B73/S65;0.0;0.744;1.1;1.0;0;2;2
16;16;0;500;50;50;0.5;B51238/S38;0.4076;0.5924;1.4473684210526316;0.2536;3;5;2
17;17;0;500;50;50;0.5;B86/S124659;0.1192;0.4484;0.6428571428571429;1.0;-4;2;6
18;18;0;500;50;50;0.5;B87/S87542;0.0132;0.4944;0.6933333333333334;1.0;-3;2;5
19;19;0;500;50;50;0.5;B234/S1235;0.504;0.496;0.9166666666666666;0.4672;-1;3;4
20;20;0;500;50;50;0.5;B1357/S2468;0.4908;0.5092;1.25;0.4852;0;4;4
21;21;0;500;50;50;0.5;B123456789/S123456789;1.0;0.0;1.0;1.0;0;9;9
22;22;0;500;50;50;0.5;B12345/S76532;0.7392;0.2608;1.5333333333333332;0.8336;0;5;5
23;23;0;500;50;50;0.5;B1/S1233456789;0.5216;0.0016;4.8;0.9992;-9;1;10
24;24;0;500;50;50;0.5;B123456789/S1;0.4908;0.5092;0.2;0.0032;8;9;1
25;25;0;500;50;50;0.5;B8735/S2;0.0044;0.8784;0.34782608695652173;0.9948;3;4;1
26;26;0;500;50;50;0.5;B1235/23;0.44;0.56;0.9090909090909091;0.3016;2;4;2
27;27;0;500;50;50;0.5;B123847/S2;0.6524;0.3476;0.48;0.0172;5;6;1
28;28;0;500;50;50;0.5;B983/S314678;0.3772;0.6212;0.725;0.752;-3;3;6
29;29;1;500;50;50;0.5;B2/S34;0.3224;0.6776;1.75;0.6436;-1;1;2
30;30;1;500;50;50;0.5;B3/S23;0.042;0.9336;0.8333333333333334;0.9904;-1;1;2
31;31;1;500;50;50;0.5;B6/S16;0.02;0.5304;0.5833333333333334;1.0;-1;1;2
32;32;1;500;50;50;0.5;B36/S23;0.0564;0.9388;0.5555555555555556;0.9572;0;2;2
33;33;1;500;50;50;0.5;B1357/S1357;0.5064;0.4936;1.0;0.5092;0;4;4
34;34;1;500;50;50;0.5;B34/S34;0.3976;0.6024;1.0;0.568;0;2;2
35;35;1;500;50;50;0.5;B15/S28;0.2896;0.7104;1.6666666666666667;0.588;0;2;2
36;36;1;500;50;50;0.5;B1/S1;0.284;0.716;1.0;0.5848;0;1;1
37;37;1;500;50;50;0.5;B12/S12;0.3548;0.6452;1.0;0.5096;0;2;2
38;38;1;500;50;50;0.5;B45/S12;0.088;0.7136;0.3333333333333333;0.996;0;2;2
39;39;1;500;50;50;0.5;B872/S356;0.2876;0.7124;0.8235294117647058;0.5804;0;3;3
40;40;1;500;50;50;0.5;B6731/S1234;0.536;0.464;0.5882352941176471;0.6012;0;4;4
41;41;1;500;50;50;0.5;B58912/S34;0.4728;0.5272;0.7;0.546;3;5;2
42;42;1;500;50;50;0.5;B6213/S912;0.3816;0.6184;1.3333333333333333;0.2888;1;4;3
43;43;1;500;50;50;0.5;B91/S82;0.2552;0.7448;1.0;0.6352;0;2;2
44;44;1;500;50;50;0.5;B73/S65;0.0;0.7188;1.1;1.0;0;2;2
45;45;1;500;50;50;0.5;B51238/S38;0.4932;0.5068;1.4473684210526316;0.2296;3;5;2
46;46;1;500;50;50;0.5;B86/S124659;0.1112;0.46;0.6428571428571429;1.0;-4;2;6
47;47;1;500;50;50;0.5;B87/S87542;0.034;0.4752;0.6933333333333334;1.0;-3;2;5
48;48;1;500;50;50;0.5;B234/S1235;0.5312;0.4688;0.9166666666666666;0.4816;-1;3;4
49;49;1;500;50;50;0.5;B1357/S2468;0.4872;0.5128;1.25;0.4876;0;4;4
50;50;1;500;50;50;0.5;B123456789/S123456789;1.0;0.0;1.0;1.0;0;9;9
51;51;1;500;50;50;0.5;B12345/S76532;0.7476;0.2524;1.5333333333333332;0.8904;0;5;5
52;52;1;500;50;50;0.5;B1/S1233456789;0.524;0.0016;4.8;0.9992;-9;1;10
53;53;1;500;50;50;0.5;B123456789/S1;0.4856;0.5144;0.2;0.0024;8;9;1
54;54;1;500;50;50;0.5;B8735/S2;0.0064;0.8632;0.34782608695652173;0.994;3;4;1
55;55;1;500;50;50;0.5;B1235/23;0.4804;0.5196;0.9090909090909091;0.316;2;4;2
56;56;1;500;50;50;0.5;B123847/S2;0.6336;0.3664;0.48;0.0188;5;6;1
57;57;1;500;50;50;0.5;B983/S314678;0.3956;0.6044;0.725;0.75;-3;3;6
58;58;2;500;50;50;0.5;B2/S34;0.318;0.682;1.75;0.608;-1;1;2
59;59;2;500;50;50;0.5;B3/S23;0.0396;0.9316;0.8333333333333334;0.9968;-1;1;2
60;60;2;500;50;50;0.5;B6/S16;0.0152;0.5288;0.5833333333333334;1.0;-1;1;2
61;61;2;500;50;50;0.5;B36/S23;0.0392;0.9544;0.5555555555555556;0.9952;0;2;2
62;62;2;500;50;50;0.5;B1357/S1357;0.5008;0.4992;1.0;0.5028;0;4;4
63;63;2;500;50;50;0.5;B34/S34;0.3756;0.6244;1.0;0.578;0;2;2
64;64;2;500;50;50;0.5;B15/S28;0.2848;0.7152;1.6666666666666667;0.5828;0;2;2
65;65;2;500;50;50;0.5;B1/S1;0.2356;0.7644;1.0;0.6224;0;1;1
66;66;2;500;50;50;0.5;B12/S12;0.3496;0.6504;1.0;0.5208;0;2;2
67;67;2;500;50;50;0.5;B45/S12;0.0956;0.674;0.3333333333333333;0.9976;0;2;2
68;68;2;500;50;50;0.5;B872/S356;0.2924;0.7076;0.8235294117647058;0.6052;0;3;3
69;69;2;500;50;50;0.5;B6731/S1234;0.5396;0.4604;0.5882352941176471;0.5964;0;4;4
70;70;2;500;50;50;0.5;B58912/S34;0.4696;0.5304;0.7;0.5624;3;5;2
71;71;2;500;50;50;0.5;B6213/S912;0.3888;0.6112;1.3333333333333333;0.2952;1;4;3
72;72;2;500;50;50;0.5;B91/S82;0.2316;0.7684;1.0;0.6376;0;2;2
73;73;2;500;50;50;0.5;B73/S65;0.0;0.7164;1.1;1.0;0;2;2
74;74;2;500;50;50;0.5;B51238/S38;0.4448;0.5552;1.4473684210526316;0.2372;3;5;2
75;75;2;500;50;50;0.5;B86/S124659;0.1224;0.4448;0.6428571428571429;1.0;-4;2;6
76;76;2;500;50;50;0.5;B87/S87542;0.0264;0.5084;0.6933333333333334;1.0;-3;2;5
77;77;2;500;50;50;0.5;B234/S1235;0.4976;0.5024;0.9166666666666666;0.4648;-1;3;4
78;78;2;500;50;50;0.5;B1357/S2468;0.4904;0.5096;1.25;0.5096;0;4;4
79;79;2;500;50;50;0.5;B123456789/S123456789;1.0;0.0;1.0;1.0;0;9;9
80;80;2;500;50;50;0.5;B12345/S76532;0.7504;0.2496;1.5333333333333332;0.85;0;5;5
81;81;2;500;50;50;0.5;B1/S1233456789;0.5196;0.0016;4.8;0.9992;-9;1;10
82;82;2;500;50;50;0.5;B123456789/S1;0.4876;0.5124;0.2;0.004;8;9;1
83;83;2;500;50;50;0.5;B8735/S2;0.0044;0.8868;0.34782608695652173;0.9948;3;4;1
84;84;2;500;50;50;0.5;B1235/23;0.4824;0.5176;0.9090909090909091;0.3352;2;4;2
85;85;2;500;50;50;0.5;B123847/S2;0.596;0.404;0.48;0.016;5;6;1
86;86;2;500;50;50;0.5;B983/S314678;0.4028;0.5968;0.725;0.7448;-3;3;6
87;87;3;500;50;50;0.5;B2/S34;0.3008;0.6992;1.75;0.6364;-1;1;2
88;88;3;500;50;50;0.5;B3/S23;0.0476;0.938;0.8333333333333334;0.9656;-1;1;2
89;89;3;500;50;50;0.5;B6/S16;0.0248;0.5308;0.5833333333333334;1.0;-1;1;2
90;90;3;500;50;50;0.5;B36/S23;0.0228;0.9376;0.5555555555555556;0.9984;0;2;2
91;91;3;500;50;50;0.5;B1357/S1357;0.5064;0.4936;1.0;0.5176;0;4;4
92;92;3;500;50;50;0.5;B34/S34;0.4064;0.5936;1.0;0.5712;0;2;2
93;93;3;500;50;50;0.5;B15/S28;0.2836;0.7164;1.6666666666666667;0.6048;0;2;2
94;94;3;500;50;50;0.5;B1/S1;0.2268;0.7732;1.0;0.6136;0;1;1
95;95;3;500;50;50;0.5;B12/S12;0.372;0.628;1.0;0.5068;0;2;2
96;96;3;500;50;50;0.5;B45/S12;0.106;0.668;0.3333333333333333;0.9952;0;2;2
97;97;3;500;50;50;0.5;B872/S356;0.3;0.7;0.8235294117647058;0.5924;0;3;3
98;98;3;500;50;50;0.5;B6731/S1234;0.5324;0.4676;0.5882352941176471;0.6092;0;4;4
99;99;3;500;50;50;0.5;B58912/S34;0.4508;0.5492;0.7;0.5416;3;5;2
100;100;3;500;50;50;0.5;B6213/S912;0.4288;0.5712;1.3333333333333333;0.314;1;4;3
101;101;3;500;50;50;0.5;B91/S82;0.2648;0.7352;1.0;0.6308;0;2;2
102;102;3;500;50;50;0.5;B73/S65;0.0;0.7376;1.1;1.0;0;2;2
103;103;3;500;50;50;0.5;B51238/S38;0.4424;0.5576;1.4473684210526316;0.2332;3;5;2
104;104;3;500;50;50;0.5;B86/S124659;0.118;0.444;0.6428571428571429;1.0;-4;2;6
105;105;3;500;50;50;0.5;B87/S87542;0.026;0.4868;0.6933333333333334;1.0;-3;2;5
106;106;3;500;50;50;0.5;B234/S1235;0.5384;0.4616;0.9166666666666666;0.4792;-1;3;4
107;107;3;500;50;50;0.5;B1357/S2468;0.4996;0.5004;1.25;0.5128;0;4;4
108;108;3;500;50;50;0.5;B123456789/S123456789;1.0;0.0;1.0;1.0;0;9;9
109;109;3;500;50;50;0.5;B12345/S76532;0.7588;0.2412;1.5333333333333332;0.8852;0;5;5
110;110;3;500;50;50;0.5;B1/S1233456789;0.522;0.0012;4.8;0.9992;-9;1;10
111;111;3;500;50;50;0.5;B123456789/S1;0.514;0.486;0.2;0.0024;8;9;1
112;112;3;500;50;50;0.5;B8735/S2;0.004;0.8696;0.34782608695652173;0.9956;3;4;1
113;113;3;500;50;50;0.5;B1235/23;0.442;0.558;0.9090909090909091;0.3344;2;4;2
114;114;3;500;50;50;0.5;B123847/S2;0.622;0.378;0.48;0.0364;5;6;1
115;115;3;500;50;50;0.5;B983/S314678;0.39;0.61;0.725;0.7404;-3;3;6
116;116;4;500;50;50;0.5;B2/S34;0.3296;0.6704;1.75;0.6268;-1;1;2
117;117;4;500;50;50;0.5;B3/S23;0.0268;0.9304;0.8333333333333334;0.9952;-1;1;2
118;118;4;500;50;50;0.5;B6/S16;0.0152;0.5248;0.5833333333333334;1.0;-1;1;2
119;119;4;500;50;50;0.5;B36/S23;0.03;0.9612;0.5555555555555556;0.9936;0;2;2
120;120;4;500;50;50;0.5;B1357/S1357;0.4992;0.5008;1.0;0.4928;0;4;4
121;121;4;500;50;50;0.5;B34/S34;0.4256;0.5744;1.0;0.5592;0;2;2
122;122;4;500;50;50;0.5;B15/S28;0.286;0.714;1.6666666666666667;0.5848;0;2;2
123;123;4;500;50;50;0.5;B1/S1;0.2216;0.7784;1.0;0.6048;0;1;1
124;124;4;500;50;50;0.5;B12/S12;0.3288;0.6712;1.0;0.5136;0;2;2
125;125;4;500;50;50;0.5;B45/S12;0.0892;0.748;0.3333333333333333;0.9968;0;2;2
126;126;4;500;50;50;0.5;B872/S356;0.288;0.712;0.8235294117647058;0.574;0;3;3
127;127;4;500;50;50;0.5;B6731/S1234;0.5392;0.4608;0.5882352941176471;0.6064;0;4;4
128;128;4;500;50;50;0.5;B58912/S34;0.4452;0.5548;0.7;0.5228;3;5;2
129;129;4;500;50;50;0.5;B6213/S912;0.3992;0.6008;1.3333333333333333;0.2856;1;4;3
130;130;4;500;50;50;0.5;B91/S82;0.2568;0.7432;1.0;0.6232;0;2;2
131;131;4;500;50;50;0.5;B73/S65;0.0;0.7164;1.1;1.0;0;2;2
132;132;4;500;50;50;0.5;B51238/S38;0.484;0.516;1.4473684210526316;0.2164;3;5;2
133;133;4;500;50;50;0.5;B86/S124659;0.124;0.4444;0.6428571428571429;1.0;-4;2;6
134;134;4;500;50;50;0.5;B87/S87542;0.0204;0.4836;0.6933333333333334;1.0;-3;2;5
135;135;4;500;50;50;0.5;B234/S1235;0.5408;0.4592;0.9166666666666666;0.4756;-1;3;4
136;136;4;500;50;50;0.5;B1357/S2468;0.4988;0.5012;1.25;0.4992;0;4;4
137;137;4;500;50;50;0.5;B123456789/S123456789;1.0;0.0;1.0;1.0;0;9;9
138;138;4;500;50;50;0.5;B12345/S76532;0.74;0.26;1.5333333333333332;0.8464;0;5;5
139;139;4;500;50;50;0.5;B1/S1233456789;0.5176;0.004;4.8;0.9992;-9;1;10
140;140;4;500;50;50;0.5;B123456789/S1;0.5044;0.4956;0.2;0.0;8;9;1
141;141;4;500;50;50;0.5;B8735/S2;0.006;0.8836;0.34782608695652173;0.9948;3;4;1
142;142;4;500;50;50;0.5;B1235/23;0.4724;0.5276;0.9090909090909091;0.344;2;4;2
143;143;4;500;50;50;0.5;B123847/S2;0.6044;0.3956;0.48;0.016;5;6;1
144;144;4;500;50;50;0.5;B983/S314678;0.374;0.626;0.725;0.7424;-3;3;6
